VitalSignsCaptureWave v1.005
Datex AS3 Monitor
Time,ECG1,
7:49:53 PM,1.65,
7:49:53 PM,1.74,
7:49:53 PM,1.86,
7:49:53 PM,1.93,
7:49:53 PM,1.99,
7:49:53 PM,2.03,
7:49:53 PM,2.08,
7:49:53 PM,2.11,
7:49:53 PM,2.16,
7:49:53 PM,2.22,
7:49:53 PM,2.3,
7:49:53 PM,2.35,
7:49:53 PM,2.42,
7:49:53 PM,2.49,
7:49:53 PM,2.58,
7:49:53 PM,2.65,
7:49:53 PM,2.69,
7:49:53 PM,2.7,
7:49:53 PM,2.71,
7:49:53 PM,2.73,
7:49:53 PM,2.75,
7:49:53 PM,2.83,
7:49:53 PM,2.92,
7:49:53 PM,2.98,
7:49:53 PM,3,
7:49:53 PM,3.02,
7:49:53 PM,2.99,
7:49:53 PM,2.91,
7:49:53 PM,2.8,
7:49:53 PM,2.64,
7:49:53 PM,2.42,
7:49:53 PM,2.17,
7:49:53 PM,1.95,
7:49:53 PM,1.76,
7:49:53 PM,1.58,
7:49:53 PM,1.39,
7:49:53 PM,1.19,
7:49:53 PM,0.98,
7:49:53 PM,0.77,
7:49:53 PM,0.59,
7:49:53 PM,0.47,
7:49:53 PM,0.4,
7:49:53 PM,0.32,
7:49:53 PM,0.28,
7:49:53 PM,0.25,
7:49:53 PM,0.2,
7:49:53 PM,0.15,
7:49:53 PM,0.07,
7:49:53 PM,0,
7:49:53 PM,-0.04,
7:49:53 PM,-0.09,
7:49:53 PM,-0.1,
7:49:53 PM,-0.1,
7:49:53 PM,-0.11,
7:49:53 PM,-0.08,
7:49:53 PM,-0.06,
7:49:53 PM,-0.03,
7:49:53 PM,-0.01,
7:49:53 PM,-0.03,
7:49:53 PM,-0.04,
7:49:53 PM,-0.02,
7:49:53 PM,-0.01,
7:49:53 PM,0.01,
7:49:53 PM,0.08,
7:49:53 PM,0.12,
7:49:53 PM,0.16,
7:49:53 PM,0.18,
7:49:53 PM,0.18,
7:49:53 PM,0.16,
7:49:53 PM,0.15,
7:49:53 PM,0.13,
7:49:53 PM,0.13,
7:49:53 PM,0.17,
7:49:53 PM,0.2,
7:49:53 PM,0.23,
7:49:53 PM,0.24,
7:49:53 PM,0.21,
7:49:53 PM,0.16,
7:49:53 PM,0.12,
7:49:53 PM,0.12,
7:49:53 PM,0.14,
7:49:53 PM,0.15,
7:49:53 PM,0.14,
7:49:53 PM,0.11,
7:49:53 PM,0.1,
7:49:53 PM,0.12,
7:49:53 PM,0.15,
7:49:53 PM,0.16,
7:49:53 PM,0.17,
7:49:53 PM,0.11,
7:49:53 PM,0.05,
7:49:53 PM,0.04,
7:49:53 PM,0.04,
7:49:53 PM,0.06,
7:49:53 PM,0.08,
7:49:53 PM,0.04,
7:49:53 PM,0.02,
7:49:53 PM,-0.01,
7:49:53 PM,-0.06,
7:49:53 PM,-0.06,
7:49:53 PM,-0.08,
7:49:53 PM,-0.08,
7:49:53 PM,-0.08,
7:49:53 PM,-0.06,
7:49:53 PM,-0.03,
7:49:53 PM,-0.01,
7:49:53 PM,-0.03,
7:49:53 PM,-0.08,
7:49:53 PM,-0.12,
7:49:53 PM,-0.15,
7:49:53 PM,-0.17,
7:49:53 PM,-0.14,
7:49:53 PM,-0.07,
7:49:53 PM,-0.04,
7:49:53 PM,-0.04,
7:49:53 PM,-0.08,
7:49:53 PM,-0.14,
7:49:53 PM,-0.18,
7:49:53 PM,-0.22,
7:49:53 PM,-0.2,
7:49:53 PM,-0.17,
7:49:53 PM,-0.12,
7:49:53 PM,-0.04,
7:49:53 PM,0,
7:49:53 PM,0.01,
7:49:53 PM,0,
7:49:53 PM,-0.04,
7:49:53 PM,-0.08,
7:49:53 PM,-0.1,
7:49:53 PM,-0.12,
7:49:53 PM,-0.12,
7:49:53 PM,-0.06,
7:49:53 PM,-0.05,
7:49:53 PM,-0.05,
7:49:53 PM,-0.03,
7:49:53 PM,-0.04,
7:49:53 PM,-0.07,
7:49:53 PM,-0.12,
7:49:53 PM,-0.13,
7:49:53 PM,-0.08,
7:49:53 PM,0.02,
7:49:53 PM,0.15,
7:49:53 PM,0.27,
7:49:53 PM,0.38,
7:49:53 PM,0.45,
7:49:53 PM,0.49,
7:49:53 PM,0.49,
7:49:53 PM,0.53,
7:49:53 PM,0.64,
7:49:53 PM,0.82,
7:49:53 PM,1.04,
7:49:53 PM,1.23,
7:49:53 PM,1.37,
7:49:53 PM,1.45,
7:49:53 PM,1.47,
7:49:53 PM,1.37,
7:49:53 PM,1.2,
7:49:53 PM,1.02,
7:49:53 PM,0.81,
7:49:53 PM,0.64,
7:49:53 PM,0.47,
7:49:53 PM,0.34,
7:49:53 PM,0.24,
7:49:53 PM,0.1,
7:49:53 PM,-0.03,
7:49:53 PM,-0.1,
7:49:53 PM,-0.13,
7:49:53 PM,-0.13,
7:49:53 PM,-0.12,
7:49:53 PM,-0.14,
7:49:53 PM,-0.16,
7:49:53 PM,-0.16,
7:49:53 PM,-0.16,
7:49:53 PM,-0.12,
7:49:53 PM,-0.08,
7:49:53 PM,-0.05,
7:49:53 PM,-0.07,
7:49:53 PM,-0.13,
7:49:53 PM,-0.2,
7:49:53 PM,-0.26,
7:49:53 PM,-0.28,
7:49:53 PM,-0.27,
7:49:53 PM,-0.23,
7:49:53 PM,-0.17,
7:49:53 PM,-0.11,
7:49:53 PM,-0.02,
7:49:53 PM,0.04,
7:49:53 PM,0,
7:49:53 PM,-0.25,
7:49:53 PM,-0.8,
7:49:53 PM,-1.62,
7:49:53 PM,-2.68,
7:49:53 PM,-3.45,
7:49:53 PM,-3.52,
7:49:53 PM,-2.54,
7:49:53 PM,0.01,
7:49:53 PM,4.32,
7:49:53 PM,10.4,
7:49:53 PM,16.55,
7:49:53 PM,20.89,
7:49:53 PM,21.81,
7:49:53 PM,19.17,
7:49:53 PM,13.99,
7:49:53 PM,7.67,
7:49:53 PM,2.78,
7:49:53 PM,0.07,
7:49:53 PM,-0.31,
7:49:53 PM,0.29,
7:49:53 PM,1,
7:49:53 PM,1.5,
7:49:53 PM,1.76,
7:49:53 PM,1.75,
7:49:53 PM,1.48,
7:49:53 PM,1.23,
7:49:53 PM,1.12,
7:49:53 PM,1.08,
7:49:53 PM,1.04,
7:49:53 PM,1.01,
7:49:53 PM,1.01,
7:49:53 PM,0.98,
7:49:53 PM,0.97,
7:49:53 PM,0.97,
7:49:53 PM,0.97,
7:49:53 PM,1.02,
7:49:53 PM,1.06,
7:49:53 PM,1.09,
7:49:53 PM,1.11,
7:49:53 PM,1.12,
7:49:53 PM,1.14,
7:49:53 PM,1.17,
7:49:53 PM,1.23,
7:49:53 PM,1.31,
7:49:53 PM,1.38,
7:49:53 PM,1.39,
7:49:53 PM,1.43,
7:49:53 PM,1.46,
7:49:53 PM,1.5,
7:49:53 PM,1.57,
7:49:53 PM,1.64,
7:49:53 PM,1.69,
7:49:53 PM,1.73,
7:49:53 PM,1.75,
7:49:53 PM,1.78,
7:49:53 PM,1.87,
7:49:53 PM,1.95,
7:49:53 PM,2.01,
7:49:53 PM,2.05,
7:49:53 PM,2.07,
7:49:53 PM,2.1,
7:49:53 PM,2.14,
7:49:53 PM,2.22,
7:49:53 PM,2.33,
7:49:53 PM,2.43,
7:49:53 PM,2.49,
7:49:53 PM,2.56,
7:49:53 PM,2.61,
7:49:53 PM,2.7,
7:49:53 PM,2.8,
7:49:53 PM,2.89,
7:49:53 PM,2.97,
7:49:53 PM,3,
7:49:53 PM,3.02,
7:49:53 PM,3.04,
7:49:53 PM,3.1,
7:49:53 PM,3.15,
7:49:53 PM,3.2,
7:49:53 PM,3.24,
7:49:53 PM,3.26,
7:49:53 PM,3.26,
7:49:53 PM,3.3,
7:49:53 PM,3.3,
7:49:53 PM,3.29,
7:49:53 PM,3.32,
7:49:53 PM,3.29,
7:49:53 PM,3.22,
7:49:53 PM,3.11,
7:49:53 PM,2.93,
7:49:53 PM,2.71,
7:49:53 PM,2.48,
7:49:53 PM,2.2,
7:49:53 PM,1.97,
7:49:53 PM,1.77,
7:49:53 PM,1.57,
7:49:53 PM,1.4,
7:49:53 PM,1.22,
7:49:53 PM,1.05,
7:49:53 PM,0.87,
7:49:53 PM,0.69,
7:49:53 PM,0.57,
7:49:53 PM,0.52,
7:49:53 PM,0.46,
7:49:53 PM,0.39,
7:49:53 PM,0.31,
7:49:53 PM,0.21,
7:49:53 PM,0.15,
7:49:53 PM,0.13,
7:49:53 PM,0.1,
7:49:53 PM,0.11,
7:49:53 PM,0.09,
7:49:53 PM,0.03,
7:49:55 PM,0,
7:49:55 PM,0.01,
7:49:55 PM,0.06,
7:49:55 PM,0.07,
7:49:55 PM,0.09,
7:49:55 PM,0.1,
7:49:55 PM,0.09,
7:49:55 PM,0.1,
7:49:55 PM,0.14,
7:49:55 PM,0.16,
7:49:55 PM,0.16,
7:49:55 PM,0.19,
7:49:55 PM,0.22,
7:49:55 PM,0.26,
7:49:55 PM,0.29,
7:49:55 PM,0.27,
7:49:55 PM,0.22,
7:49:55 PM,0.16,
7:49:55 PM,0.1,
7:49:55 PM,0.08,
7:49:55 PM,0.12,
7:49:55 PM,0.17,
7:49:55 PM,0.19,
7:49:55 PM,0.19,
7:49:55 PM,0.17,
7:49:55 PM,0.14,
7:49:55 PM,0.14,
7:49:55 PM,0.12,
7:49:55 PM,0.14,
7:49:55 PM,0.17,
7:49:55 PM,0.16,
7:49:55 PM,0.14,
7:49:55 PM,0.13,
7:49:55 PM,0.12,
7:49:55 PM,0.1,
7:49:55 PM,0.11,
7:49:55 PM,0.1,
7:49:55 PM,0.07,
7:49:55 PM,0.03,
7:49:55 PM,-0.01,
7:49:55 PM,-0.04,
7:49:55 PM,-0.06,
7:49:55 PM,-0.08,
7:49:55 PM,-0.11,
7:49:55 PM,-0.14,
7:49:55 PM,-0.12,
7:49:55 PM,-0.1,
7:49:55 PM,-0.08,
7:49:55 PM,-0.04,
7:49:55 PM,-0.01,
7:49:55 PM,-0.04,
7:49:55 PM,-0.06,
7:49:55 PM,-0.1,
7:49:55 PM,-0.17,
7:49:55 PM,-0.19,
7:49:55 PM,-0.21,
7:49:55 PM,-0.2,
7:49:55 PM,-0.13,
7:49:55 PM,-0.11,
7:49:55 PM,-0.09,
7:49:55 PM,-0.09,
7:49:55 PM,-0.13,
7:49:55 PM,-0.16,
7:49:55 PM,-0.16,
7:49:55 PM,-0.18,
7:49:55 PM,-0.17,
7:49:55 PM,-0.18,
7:49:55 PM,-0.2,
7:49:55 PM,-0.19,
7:49:55 PM,-0.17,
7:49:55 PM,-0.18,
7:49:55 PM,-0.18,
7:49:55 PM,-0.18,
7:49:55 PM,-0.17,
7:49:55 PM,-0.14,
7:49:55 PM,-0.12,
7:49:55 PM,-0.08,
7:49:55 PM,-0.06,
7:49:55 PM,-0.08,
7:49:55 PM,-0.1,
7:49:55 PM,-0.12,
7:49:55 PM,-0.14,
7:49:55 PM,-0.16,
7:49:55 PM,-0.14,
7:49:55 PM,-0.14,
7:49:55 PM,-0.12,
7:49:55 PM,-0.1,
7:49:55 PM,-0.08,
7:49:55 PM,-0.06,
7:49:55 PM,-0.01,
7:49:55 PM,0.08,
7:49:55 PM,0.17,
7:49:55 PM,0.26,
7:49:55 PM,0.32,
7:49:55 PM,0.35,
7:49:55 PM,0.39,
7:49:55 PM,0.45,
7:49:55 PM,0.59,
7:49:55 PM,0.8,
7:49:55 PM,1.01,
7:49:55 PM,1.19,
7:49:55 PM,1.26,
7:49:55 PM,1.25,
7:49:55 PM,1.18,
7:49:55 PM,1.03,
7:49:55 PM,0.89,
7:49:55 PM,0.78,
7:49:55 PM,0.67,
7:49:55 PM,0.52,
7:49:55 PM,0.35,
7:49:55 PM,0.17,
7:49:55 PM,0.01,
7:49:55 PM,-0.12,
7:49:55 PM,-0.24,
7:49:55 PM,-0.28,
7:49:55 PM,-0.27,
7:49:55 PM,-0.23,
7:49:55 PM,-0.22,
7:49:55 PM,-0.26,
7:49:55 PM,-0.31,
7:49:55 PM,-0.37,
7:49:55 PM,-0.45,
7:49:55 PM,-0.46,
7:49:55 PM,-0.44,
7:49:55 PM,-0.44,
7:49:55 PM,-0.41,
7:49:55 PM,-0.4,
7:49:55 PM,-0.42,
7:49:55 PM,-0.41,
7:49:55 PM,-0.43,
7:49:55 PM,-0.45,
7:49:55 PM,-0.47,
7:49:55 PM,-0.45,
7:49:55 PM,-0.37,
7:49:55 PM,-0.25,
7:49:55 PM,-0.21,
7:49:55 PM,-0.37,
7:49:55 PM,-0.82,
7:49:55 PM,-1.53,
7:49:55 PM,-2.45,
7:49:55 PM,-3.38,
7:49:55 PM,-3.63,
7:49:55 PM,-2.89,
7:49:55 PM,-0.9,
7:49:55 PM,2.97,
7:49:55 PM,8.49,
7:49:55 PM,15.06,
7:49:55 PM,20.04,
7:49:55 PM,21.87,
7:49:55 PM,19.79,
7:49:55 PM,14.74,
7:49:55 PM,8.38,
7:49:55 PM,2.65,
7:49:55 PM,-0.55,
7:49:55 PM,-1.4,
7:49:55 PM,-0.54,
7:49:55 PM,0.33,
7:49:55 PM,0.94,
7:49:55 PM,1.31,
7:49:55 PM,1.35,
7:49:55 PM,1.21,
7:49:55 PM,0.99,
7:49:55 PM,0.84,
7:49:55 PM,0.77,
7:49:55 PM,0.72,
7:49:55 PM,0.73,
7:49:55 PM,0.75,
7:49:55 PM,0.76,
7:49:55 PM,0.75,
7:49:55 PM,0.73,
7:49:55 PM,0.71,
7:49:55 PM,0.74,
7:49:55 PM,0.77,
7:49:55 PM,0.81,
7:49:55 PM,0.83,
7:49:55 PM,0.85,
7:49:55 PM,0.86,
7:49:55 PM,0.94,
7:49:55 PM,1.01,
7:49:55 PM,1.06,
7:49:55 PM,1.1,
7:49:55 PM,1.1,
7:49:55 PM,1.09,
7:49:55 PM,1.14,
7:49:55 PM,1.22,
7:49:55 PM,1.29,
7:49:55 PM,1.36,
7:49:55 PM,1.38,
7:49:55 PM,1.39,
7:49:55 PM,1.41,
7:49:55 PM,1.46,
7:49:55 PM,1.5,
7:49:55 PM,1.56,
7:49:55 PM,1.63,
7:49:55 PM,1.71,
7:49:55 PM,1.79,
7:49:55 PM,1.87,
7:49:55 PM,1.96,
7:49:55 PM,2.01,
7:49:55 PM,2.06,
7:49:55 PM,2.07,
7:49:55 PM,2.08,
7:49:55 PM,2.11,
7:49:55 PM,2.2,
7:49:55 PM,2.32,
7:49:55 PM,2.45,
7:49:55 PM,2.58,
7:49:55 PM,2.63,
7:49:55 PM,2.63,
7:49:55 PM,2.64,
7:49:55 PM,2.66,
7:49:55 PM,2.73,
7:49:55 PM,2.84,
7:49:55 PM,2.94,
7:49:55 PM,3.02,
7:49:55 PM,3.03,
7:49:55 PM,3,
7:49:55 PM,2.96,
7:49:55 PM,2.92,
7:49:55 PM,2.92,
7:49:55 PM,2.95,
7:49:55 PM,2.98,
7:49:55 PM,2.95,
7:49:55 PM,2.87,
7:49:55 PM,2.68,
7:49:55 PM,2.43,
7:49:55 PM,2.19,
7:49:55 PM,1.95,
7:49:55 PM,1.68,
7:49:55 PM,1.45,
7:49:55 PM,1.28,
7:49:55 PM,1.1,
7:49:55 PM,0.92,
7:49:55 PM,0.76,
7:49:55 PM,0.59,
7:49:55 PM,0.41,
7:49:55 PM,0.25,
7:49:55 PM,0.1,
7:49:55 PM,0.01,
7:49:55 PM,-0.02,
7:49:55 PM,-0.08,
7:49:55 PM,-0.14,
7:49:55 PM,-0.2,
7:49:55 PM,-0.27,
7:49:55 PM,-0.29,
7:49:55 PM,-0.28,
7:49:55 PM,-0.26,
7:49:55 PM,-0.24,
7:49:55 PM,-0.25,
7:49:55 PM,-0.26,
7:49:55 PM,-0.26,
7:49:55 PM,-0.28,
7:49:55 PM,-0.29,
7:49:55 PM,-0.3,
7:49:55 PM,-0.33,
7:49:55 PM,-0.35,
7:49:55 PM,-0.35,
7:49:55 PM,-0.32,
7:49:55 PM,-0.24,
7:49:55 PM,-0.15,
7:49:55 PM,-0.1,
7:49:55 PM,-0.08,
7:49:55 PM,-0.1,
7:49:55 PM,-0.16,
7:49:55 PM,-0.16,
7:49:55 PM,-0.15,
7:49:55 PM,-0.12,
7:49:55 PM,-0.09,
7:49:55 PM,-0.1,
7:49:55 PM,-0.12,
7:49:55 PM,-0.12,
7:49:55 PM,-0.11,
7:49:55 PM,-0.08,
7:49:55 PM,-0.03,
7:49:55 PM,-0.02,
7:49:55 PM,0,
7:49:55 PM,-0.03,
7:49:55 PM,-0.07,
7:49:55 PM,-0.09,
7:49:55 PM,-0.14,
7:49:55 PM,-0.16,
7:49:55 PM,-0.16,
7:49:55 PM,-0.19,
7:49:55 PM,-0.19,
7:49:55 PM,-0.16,
7:49:55 PM,-0.16,
7:49:55 PM,-0.2,
7:49:55 PM,-0.23,
7:49:55 PM,-0.3,
7:49:55 PM,-0.33,
7:49:55 PM,-0.33,
7:49:55 PM,-0.31,
7:49:55 PM,-0.29,
7:49:55 PM,-0.28,
7:49:55 PM,-0.32,
7:49:55 PM,-0.37,
7:49:55 PM,-0.39,
7:49:55 PM,-0.38,
7:49:55 PM,-0.37,
7:49:55 PM,-0.32,
7:49:56 PM,-0.28,
7:49:56 PM,-0.31,
7:49:56 PM,-0.38,
7:49:56 PM,-0.46,
7:49:56 PM,-0.5,
7:49:56 PM,-0.45,
7:49:56 PM,-0.41,
7:49:56 PM,-0.39,
7:49:56 PM,-0.39,
7:49:56 PM,-0.45,
7:49:56 PM,-0.54,
7:49:56 PM,-0.57,
7:49:56 PM,-0.54,
7:49:56 PM,-0.49,
7:49:56 PM,-0.43,
7:49:56 PM,-0.43,
7:49:56 PM,-0.46,
7:49:56 PM,-0.45,
7:49:56 PM,-0.48,
7:49:56 PM,-0.5,
7:49:56 PM,-0.47,
7:49:56 PM,-0.44,
7:49:56 PM,-0.45,
7:49:56 PM,-0.43,
7:49:56 PM,-0.45,
7:49:56 PM,-0.42,
7:49:56 PM,-0.34,
7:49:56 PM,-0.25,
7:49:56 PM,-0.19,
7:49:56 PM,-0.06,
7:49:56 PM,0,
7:49:56 PM,0.02,
7:49:56 PM,0.01,
7:49:56 PM,0.03,
7:49:56 PM,0.12,
7:49:56 PM,0.33,
7:49:56 PM,0.56,
7:49:56 PM,0.77,
7:49:56 PM,0.94,
7:49:56 PM,0.97,
7:49:56 PM,0.92,
7:49:56 PM,0.8,
7:49:56 PM,0.73,
7:49:56 PM,0.67,
7:49:56 PM,0.57,
7:49:56 PM,0.4,
7:49:56 PM,0.19,
7:49:56 PM,-0.05,
7:49:56 PM,-0.26,
7:49:56 PM,-0.43,
7:49:56 PM,-0.54,
7:49:56 PM,-0.57,
7:49:56 PM,-0.59,
7:49:56 PM,-0.57,
7:49:56 PM,-0.55,
7:49:56 PM,-0.54,
7:49:56 PM,-0.55,
7:49:56 PM,-0.58,
7:49:56 PM,-0.65,
7:49:56 PM,-0.72,
7:49:56 PM,-0.78,
7:49:56 PM,-0.81,
7:49:56 PM,-0.77,
7:49:56 PM,-0.72,
7:49:56 PM,-0.68,
7:49:56 PM,-0.66,
7:49:56 PM,-0.64,
7:49:56 PM,-0.67,
7:49:56 PM,-0.69,
7:49:56 PM,-0.67,
7:49:56 PM,-0.63,
7:49:56 PM,-0.55,
7:49:56 PM,-0.47,
7:49:56 PM,-0.56,
7:49:56 PM,-0.89,
7:49:56 PM,-1.47,
7:49:56 PM,-2.3,
7:49:56 PM,-3.24,
7:49:56 PM,-3.75,
7:49:56 PM,-3.43,
7:49:56 PM,-2.02,
7:49:56 PM,1.04,
7:49:56 PM,5.86,
7:49:56 PM,12.1,
7:49:56 PM,17.6,
7:49:56 PM,20.56,
7:49:56 PM,19.69,
7:49:56 PM,15.48,
7:49:56 PM,9.43,
7:49:56 PM,3.29,
7:49:56 PM,-0.63,
7:49:56 PM,-2.13,
7:49:56 PM,-1.54,
7:49:56 PM,-0.52,
7:49:56 PM,0.28,
7:49:56 PM,0.83,
7:49:56 PM,1.06,
7:49:56 PM,1.02,
7:49:56 PM,0.88,
7:49:56 PM,0.76,
7:49:56 PM,0.68,
7:49:56 PM,0.68,
7:49:56 PM,0.65,
7:49:56 PM,0.59,
7:49:56 PM,0.51,
7:49:56 PM,0.46,
7:49:56 PM,0.43,
7:49:56 PM,0.47,
7:49:56 PM,0.5,
7:49:56 PM,0.53,
7:49:56 PM,0.6,
7:49:56 PM,0.67,
7:49:56 PM,0.75,
7:49:56 PM,0.81,
7:49:56 PM,0.86,
7:49:56 PM,0.88,
7:49:56 PM,0.85,
7:49:56 PM,0.82,
7:49:56 PM,0.85,
7:49:56 PM,0.92,
7:49:56 PM,1.02,
7:49:56 PM,1.11,
7:49:56 PM,1.2,
7:49:56 PM,1.27,
7:49:56 PM,1.3,
7:49:56 PM,1.33,
7:49:56 PM,1.33,
7:49:56 PM,1.32,
7:49:56 PM,1.33,
7:49:56 PM,1.36,
7:49:56 PM,1.43,
7:49:56 PM,1.56,
7:49:56 PM,1.67,
7:49:56 PM,1.77,
7:49:56 PM,1.82,
7:49:56 PM,1.86,
7:49:56 PM,1.89,
7:49:56 PM,1.94,
7:49:56 PM,2.01,
7:49:56 PM,2.09,
7:49:56 PM,2.16,
7:49:56 PM,2.22,
7:49:56 PM,2.32,
7:49:56 PM,2.4,
7:49:56 PM,2.49,
7:49:56 PM,2.57,
7:49:56 PM,2.64,
7:49:56 PM,2.67,
7:49:56 PM,2.7,
7:49:56 PM,2.71,
7:49:56 PM,2.76,
7:49:56 PM,2.83,
7:49:56 PM,2.88,
7:49:56 PM,2.91,
7:49:56 PM,2.93,
7:49:56 PM,2.93,
7:49:56 PM,2.93,
7:49:56 PM,2.9,
7:49:56 PM,2.83,
7:49:56 PM,2.76,
7:49:56 PM,2.68,
7:49:56 PM,2.54,
7:49:56 PM,2.36,
7:49:56 PM,2.13,
7:49:56 PM,1.84,
7:49:56 PM,1.57,
7:49:56 PM,1.32,
7:49:56 PM,1.09,
7:49:56 PM,0.94,
7:49:56 PM,0.79,
7:49:56 PM,0.65,
7:49:56 PM,0.54,
7:49:56 PM,0.41,
7:49:56 PM,0.28,
7:49:56 PM,0.18,
7:49:56 PM,0.04,
7:49:56 PM,-0.09,
7:49:56 PM,-0.15,
7:49:56 PM,-0.19,
7:49:56 PM,-0.23,
7:49:56 PM,-0.24,
7:49:56 PM,-0.27,
7:49:56 PM,-0.31,
7:49:56 PM,-0.31,
7:49:56 PM,-0.31,
7:49:56 PM,-0.33,
7:49:56 PM,-0.29,
7:49:56 PM,-0.26,
7:49:56 PM,-0.23,
7:49:56 PM,-0.2,
7:49:56 PM,-0.18,
7:49:56 PM,-0.2,
7:49:56 PM,-0.24,
7:49:56 PM,-0.24,
7:49:56 PM,-0.26,
7:49:56 PM,-0.24,
7:49:56 PM,-0.19,
7:49:56 PM,-0.17,
7:49:56 PM,-0.15,
7:49:56 PM,-0.13,
7:49:56 PM,-0.12,
7:49:56 PM,-0.09,
7:49:56 PM,-0.04,
7:49:56 PM,-0.03,
7:49:56 PM,-0.04,
7:49:56 PM,-0.01,
7:49:56 PM,-0.03,
7:49:56 PM,-0.01,
7:49:56 PM,-0.01,
7:49:56 PM,-0.03,
7:49:56 PM,-0.01,
7:49:56 PM,0,
7:49:56 PM,-0.01,
7:49:56 PM,-0.02,
7:49:56 PM,-0.04,
7:49:56 PM,-0.06,
7:49:56 PM,-0.08,
7:49:56 PM,-0.1,
7:49:56 PM,-0.07,
7:49:56 PM,-0.03,
7:49:56 PM,-0.03,
7:49:56 PM,-0.05,
7:49:56 PM,-0.07,
7:49:56 PM,-0.11,
7:49:56 PM,-0.16,
7:49:56 PM,-0.16,
7:49:56 PM,-0.14,
7:49:56 PM,-0.15,
7:49:56 PM,-0.13,
7:49:56 PM,-0.13,
7:49:56 PM,-0.15,
7:49:56 PM,-0.16,
7:49:56 PM,-0.21,
7:49:56 PM,-0.26,
7:49:56 PM,-0.27,
7:49:56 PM,-0.24,
7:49:56 PM,-0.22,
7:49:56 PM,-0.2,
7:49:56 PM,-0.21,
7:49:56 PM,-0.24,
7:49:56 PM,-0.28,
7:49:56 PM,-0.31,
7:49:56 PM,-0.28,
7:49:56 PM,-0.25,
7:49:56 PM,-0.23,
7:49:56 PM,-0.2,
7:49:56 PM,-0.21,
7:49:56 PM,-0.25,
7:49:56 PM,-0.3,
7:49:56 PM,-0.34,
7:49:56 PM,-0.35,
7:49:56 PM,-0.32,
7:49:56 PM,-0.29,
7:49:56 PM,-0.28,
7:49:56 PM,-0.26,
7:49:56 PM,-0.27,
7:49:56 PM,-0.29,
7:49:56 PM,-0.28,
7:49:56 PM,-0.28,
7:49:56 PM,-0.27,
7:49:56 PM,-0.26,
7:49:56 PM,-0.26,
7:49:56 PM,-0.25,
7:49:56 PM,-0.24,
7:49:56 PM,-0.23,
7:49:56 PM,-0.19,
7:49:56 PM,-0.08,
7:49:56 PM,0.03,
7:49:56 PM,0.18,
7:49:56 PM,0.34,
7:49:56 PM,0.39,
7:49:56 PM,0.39,
7:49:56 PM,0.36,
7:49:56 PM,0.36,
7:49:56 PM,0.46,
7:49:56 PM,0.67,
7:49:56 PM,0.87,
7:49:56 PM,1.05,
7:49:56 PM,1.14,
7:49:56 PM,1.15,
7:49:56 PM,1.12,
7:49:56 PM,1.07,
7:49:56 PM,0.99,
7:49:56 PM,0.9,
7:49:56 PM,0.81,
7:49:56 PM,0.69,
7:49:56 PM,0.56,
7:49:56 PM,0.42,
7:49:56 PM,0.2,
7:49:56 PM,-0.07,
7:49:56 PM,-0.29,
7:49:56 PM,-0.42,
7:49:56 PM,-0.48,
7:49:56 PM,-0.4,
7:49:56 PM,-0.33,
7:49:56 PM,-0.34,
7:49:56 PM,-0.36,
7:49:56 PM,-0.39,
7:49:56 PM,-0.42,
7:49:56 PM,-0.4,
7:49:57 PM,-0.39,
7:49:57 PM,-0.41,
7:49:57 PM,-0.43,
7:49:57 PM,-0.45,
7:49:57 PM,-0.48,
7:49:57 PM,-0.46,
7:49:57 PM,-0.42,
7:49:57 PM,-0.39,
7:49:57 PM,-0.35,
7:49:57 PM,-0.33,
7:49:57 PM,-0.31,
7:49:57 PM,-0.25,
7:49:57 PM,-0.24,
7:49:57 PM,-0.34,
7:49:57 PM,-0.7,
7:49:57 PM,-1.3,
7:49:57 PM,-2.15,
7:49:57 PM,-3.14,
7:49:57 PM,-3.65,
7:49:57 PM,-3.3,
7:49:57 PM,-1.78,
7:49:57 PM,1.5,
7:49:57 PM,6.58,
7:49:57 PM,13.08,
7:49:57 PM,18.75,
7:49:57 PM,21.8,
7:49:57 PM,21.09,
7:49:57 PM,17.01,
7:49:57 PM,11.03,
7:49:57 PM,4.86,
7:49:57 PM,0.79,
7:49:57 PM,-0.93,
7:49:57 PM,-0.57,
7:49:57 PM,0.24,
7:49:57 PM,0.95,
7:49:57 PM,1.42,
7:49:57 PM,1.58,
7:49:57 PM,1.48,
7:49:57 PM,1.23,
7:49:57 PM,1.04,
7:49:57 PM,0.94,
7:49:57 PM,0.89,
7:49:57 PM,0.83,
7:49:57 PM,0.81,
7:49:57 PM,0.81,
7:49:57 PM,0.83,
7:49:57 PM,0.86,
7:49:57 PM,0.87,
7:49:57 PM,0.87,
7:49:57 PM,0.91,
7:49:57 PM,0.92,
7:49:57 PM,0.9,
7:49:57 PM,0.92,
7:49:57 PM,0.93,
7:49:57 PM,0.94,
7:49:57 PM,0.98,
7:49:57 PM,1.05,
7:49:57 PM,1.12,
7:49:57 PM,1.2,
7:49:57 PM,1.25,
7:49:57 PM,1.25,
7:49:57 PM,1.27,
7:49:57 PM,1.28,
7:49:57 PM,1.32,
7:49:57 PM,1.43,
7:49:57 PM,1.53,
7:49:57 PM,1.62,
7:49:57 PM,1.7,
